survey.dat auto written updated 140423
102
SD2224w_Q1
1999 2024
1 1 0.1653494 0.1653494
1 4
1	7735.4484	16610.6085	2785.6879	343.9011
1	11632.4486	7408.6257	7027.6214	1238.2311
1	4486.5704	6424.4053	1298.7276	793.8238
1	11387.5261	3937.7019	1959.6911	299.2409
1	981.4497	5514.0433	607.4502	225.4684
1	9457.063	2053.0902	2437.9234	155.8873
1	6528.8121	41148.2877	1693.2777	898.2361
1	9881.9795	7570.5644	8961.8067	364.8951
1	1861.226	11584.706	2952.6267	1794.3662
1	65.5452	1306.2726	1348.8765	728.55
1	6685.9154	892.819	1120.1478	542.4371
1	2367.4294	12965.5835	482.3595	267.9936
1	9192.065	9354.2731	15862.3028	135.1742
1	1629.3735	3973.9004	1859.5605	1240.828
1	6242.6737	3594.8	2575.7967	463.4188
1	3794.7636	5505.6715	737.8367	312.0025
1	2602.4007	6083.622	2295.536	233.6812
1	39.1657	848.4036	640.428	676.6242
1	9074.778	387.1914	1269.3794	720.8441
1	511.04	24519.6516	422.5737	1050.4254
1	504.3897	1575.4585	10679.8809	356.3753
1	1119.2067	988.6526	399.9451	2566.9774
1	3550.323	2723.4745	451.7701	346.4382
1	2988.8636	1559.4662	413.2416	102.693
1	7891.9502	1945.0928	391.2645	139.0686
1	3127.0474	2015.5052	179.8773	56.9262
SD2224w_4Q
1999 2024
1 1 0.8477816 0.8477816
0 4
1	11608.0254	5494.7177	2191.2007	163.6472	21.284
1	3932.3047	2951.8022	654.6886	128.1642	34.5448
1	24385.8353	2131.9159	902.7305	145.2705	78.6101
1	2732.6854	6485.0033	785.0822	298.8553	33.4709
1	24930.5239	3450.843	1441.9821	102.1434	42.9282
1	5002.0584	7875.7614	704.2829	272.2407	20.4894
1	4445.6119	1806.7114	1185.1643	110.0922	76.0479
1	2528.4043	2711.4425	282.2958	686.9477	93.8511
1	465.7184	295.6968	172.4741	181.9963	271.0454
1	21153.1121	40.263	    51.4918	    75.0148	    84.2619
1	3056.3434	1809.8498	48.3626	    94.0755	    32.0625
1	11106.6789	701.1562	423.8636	27.0704	    20.604
1	3808.7561	1333.9304	98.7381	    153.2477	17.4004
1	16519.1007	1222.547	278.1991	54.8098	    54.0709
1	7458.6708	3027.1308	163.6064	73.1317  	36.5567
1	5940.5243	1409.2694	619.9885	116.0394	67.0108
1	483.3553	696.7104	250.1569	261.4473	60.2806
1	33333.053	131.0311	95.0357	    40.1381	    114.0086
1	314.5954	5948.5794	106.3432	159.3778	56.5005
1	1123.42	    279.2651	745.9506	18.8088	    61.5078
1	3470.062	257.0179	14.4955	    102.1905	34.9007
1	4676.0375	659.2661	24.9291	    13.2493  	148.5708
1	9953.7309	884.5067	55.7327	    6.8189	    51.5368
1	27831.9706	2197.7798	69.651	    17.3688	    10.9946
1	10855.138	2191.4062	77.2244	    11.2913  	6.731
1	6619.7031	1293.8575	173.0857	5.7334	    4.6447





